index	language	glottocode	iso	word_forms	colexification_type	source_domain	target_domain	source_concept_ID	target_concept_ID	source_concept_definition	target_concept_definition	source_translation_in_English	target_translation_in_English	macro_area	language_family	latitude	longitude
28576	Slovenian	slov1268	slv	spati ; spanje	partial	action	time period	v00014742	n15273626	be asleep	a period of time spent sleeping	sleep	nap	Eurasia	Indo-European	46.2543	14.7766
28577	Slovenian	slov1268	slv	spati ; spanec	partial	action	time period	v00014742	n15273626	be asleep	a period of time spent sleeping	sleep	nap	Eurasia	Indo-European	46.2543	14.7766
28578	Thai	thai1261	tha	นอน ; เวลานอน	partial	action	time period	v00014742	n15273626	be asleep	a period of time spent sleeping	sleep	nap	Eurasia	Tai-Kadai	14.192	100.671
28579	Finnish	finn1318	fin	nukkua ; nukkuminen	partial	action	time period	v00014742	n15273626	be asleep	a period of time spent sleeping	sleep	nap	Eurasia	Uralic	64.7628	25.5577
28581	Thai	thai1261	tha	โม่	full	instrument	action	n04033801	v00332017	a primitive stone mill for grinding corn by hand	grind with a mill	quern	mill	Eurasia	Tai-Kadai	14.192	100.671
28583	Thai	thai1261	tha	ระเบิด	full	instrument	action	n02866578	v01759021	an explosive device fused to explode under specific conditions	use explosives on	bomb	blast	Eurasia	Tai-Kadai	14.192	100.671
28584	Thai	thai1261	tha	ระเบิด	full	instrument	action	n02866578	v01565795	an explosive device fused to explode under specific conditions	destroy by exploding	bomb	explode	Eurasia	Tai-Kadai	14.192	100.671
28585	Thai	thai1261	tha	ระเบิด	full	instrument	action	n03919702	v01759021	a explosive device used to break down a gate or wall	use explosives on	petard	blast	Eurasia	Tai-Kadai	14.192	100.671
28586	Thai	thai1261	tha	ระเบิด	full	instrument	action	n03919702	v01565795	a explosive device used to break down a gate or wall	destroy by exploding	petard	explode	Eurasia	Tai-Kadai	14.192	100.671
28590	Portuguese	port1283	por	arrendar ; arrendamento	partial	action	time period	v02208903	n15274863	grant use or occupation of under a term of contract	the period of time during which a contract conveying property to a person is in effect	rent	term of a contract	Eurasia	Indo-European	39.91	-8.1
28591	Catalan	stan1289	cat	arrendar ; arrendament	partial	action	time period	v02208903	n15274863	grant use or occupation of under a term of contract	the period of time during which a contract conveying property to a person is in effect	rent	term of a contract	Eurasia	Indo-European	41.453	1.569
28596	Thai	thai1261	tha	หวี	full	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Tai-Kadai	14.192	100.671
28597	Thai	thai1261	tha	หวี	full	instrument	action	n03075097	v01596645	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	straighten with a comb	comb	comb	Eurasia	Tai-Kadai	14.192	100.671
28598	Thai	thai1261	tha	อ้วก	full	action	result	v00076400	n14855992	eject the contents of the stomach through the mouth	the matter ejected in vomiting	spew	puke	Eurasia	Tai-Kadai	14.192	100.671
28599	Thai	thai1261	tha	อาเจียน	full	action	result	v00076400	n14855992	eject the contents of the stomach through the mouth	the matter ejected in vomiting	spew	puke	Eurasia	Tai-Kadai	14.192	100.671
28608	Thai	thai1261	tha	อึ	full	substance	action	n14854581	v00074038	obscene terms for feces	have a bowel movement	dirt	take a crap	Eurasia	Tai-Kadai	14.192	100.671
28609	Thai	thai1261	tha	อุจจาระ	full	substance	action	n14854262	v00074038	solid excretory product evacuated from the bowels	have a bowel movement	fecal matter	take a crap	Eurasia	Tai-Kadai	14.192	100.671
28610	Central Khmer	cent1989	khm	កណ្ដាស់	full	action	result	v00004819	n14314850	exhale spasmodically, as when an irritant entered one's nose	a symptom consisting of the involuntary expulsion of air from the nose	sneeze	sternutation	Eurasia	Austroasiatic	12.0515	105.015
28619	Romanian	roma1327	ron	înflori ; înflorire	partial	action	time period	v00294245	n15295045	produce or yield flowers	the period of greatest prosperity or productivity	flower	flush	Eurasia	Indo-European	46.3913	24.2256
28622	Dutch	dutc1256	nld	bloeien ; bloeitijd	partial	action	time period	v00310386	n15295045	grow stronger	the period of greatest prosperity or productivity	flourish	flush	Eurasia	Indo-European	52	5
28625	Dutch	dutc1256	nld	bloeien ; bloeitijd	partial	action	time period	v00357854	n15295045	grow and flourish	the period of greatest prosperity or productivity	burgeon	flush	Eurasia	Indo-European	52	5
28626	Romanian	roma1327	ron	înflori ; înflorire	partial	action	time period	v00357854	n15295045	grow and flourish	the period of greatest prosperity or productivity	burgeon	flush	Eurasia	Indo-European	46.3913	24.2256
28632	Mandarin Chinese	mand1415	cmn	睏	full	action	result	v00014742	n14024882	be asleep	a natural and periodic state of rest during which consciousness of the world is suspended	sleep	sleep	Eurasia	Sino-Tibetan	40.0209	116.228
28639	Icelandic	icel1247	isl	stjórna ; stjórnartíð	partial	action	time period	v02586619	n15295416	exercise authority over; as of nations	the duration of a monarch's or government's power	govern	rule	Eurasia	Indo-European	63.4837	-19.0212
28640	Modern Hebrew	hebr1245	heb	טֶלֶפוֹן	full	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Afro-Asiatic	31.1056	35.0179
28641	Romanian	roma1327	ron	telefon	full	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Indo-European	46.3913	24.2256
28642	Tswana	tswa1253	tsn	mogala	full	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Africa	Atlantic-Congo	-24.368	24.7587
28643	English	stan1293	eng	phone ; telephone	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Africa;Eurasia;South America	Indo-European	53	-1
28644	English	stan1293	eng	phone ; phone call	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Africa;Eurasia;South America	Indo-European	53	-1
28645	English	stan1293	eng	phone ; telephone	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Africa;Eurasia;South America	Indo-European	53	-1
28646	English	stan1293	eng	telephone ; telephone call	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Africa;Eurasia;South America	Indo-European	53	-1
28647	English	stan1293	eng	telephone ; telephone set	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Africa;Eurasia;South America	Indo-European	53	-1
28648	Bengali	beng1280	ben	ফোন ; ফোন লাইন	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Indo-European	24	90
28649	Gujarati	guja1252	guj	ફોન ; ફોન લાઇન	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Indo-European	22.687	71.0962
28650	Gujarati	guja1252	guj	ટેલિફોન ; ટેલિફોન લાઇન	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Indo-European	22.687	71.0962
28651	Kannada	nucl1305	kan	ದೂರವಾಣಿ ; ದೂರವಾಣಿ ಸಂಪರ್ಕ	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Dravidian	13.5878	76.1198
28652	Goan Konkani	goan1235	kok	टेलिफोन ; टेलिफोन लाइन	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Indo-European	15.2732	74.2098
28653	Goan Konkani	goan1235	kok	फोन ; फोन लाइन	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Indo-European	15.2732	74.2098
28654	Odia	oriy1255	ori	ଟେଲିଫୋନ ; ଟେଲିଫୋନ୍ ଲାଇନ୍	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Indo-European	21	85
28655	Eastern Panjabi	panj1256	pan	ਟੈਲੀਫੋਨ ; ਟੈਲੀਫੋਨ ਲਾਈਨ	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Indo-European	30.0368	75.6702
28656	Eastern Panjabi	panj1256	pan	ਫ਼ੋਨ ; ਫ਼ੋਨ ਲਾਈਨ	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Indo-European	30.0368	75.6702
28657	Modern Hebrew	hebr1245	heb	טֶלֶפוֹן ; שִׂיחַת-טֶלֶפוֹן	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Afro-Asiatic	31.1056	35.0179
28658	Spanish	stan1288	spa	teléfono ; llamada de teléfono	partial	product	content	n04401088	n06272803	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	a telephone connection	telephone	phone	Eurasia	Indo-European	40.4414	-1.11788
